ID	Link	Title	Description	⭐	Tier #	Earliest Plausible	Recommended calc	Recommended	Expected calc	Expected	Dependency	Modifier recommended (dependency)	Modifier expected (dependency)	Bracket (hours)	Modifier recommended (bracket)	Modifier expected (bracket)	IRL-time	Modifier recommended (irl time)	Modifier expected (irl time)
JMND	View	Complete the Varanusaur breeding log	Completing the log requires all variants of the species to be bred, shinies included.	5	5	Elite	6.3		6.95	Master	Drop RNG	0.5	0.75	1.0-2.0	0.8	1.2	None	0	0
E23G	View	Fill all hidey-holes	A Construction level of 88 is required. Fill all 58 of the Treasure Trail hidey-holes. A complete list of hidey-holes can be found at the noticeboard by Zaida and in the Treasure Trail collection log.	4	5	Elite	6.3		6.95	Master	Drop RNG	0.5	0.75	1.0-2.0	0.8	1.2	None	0	0
9829	View	Construct the tier 3 Hunter lodge on Anachronia	The cumulative costs are listed on the respective section on the wiki-page.	4	5	Elite	6		6.75	Master	Drop RNG	0.5	0.75	0-0.25	0	0.25	1-7 days	0.5	0.75
Z27K	View	Construct the tier 3 Spa on Anachronia	The cumulative costs are listed on the respective section on the wiki-page.	4	5	Elite	6		6.75	Master	Drop RNG	0.5	0.75	0-0.25	0	0.25	1-7 days	0.5	0.75
4Y5J	View	Defeat Araxxi at 300% Enrage	Path 2/Path 3 would be highly recommended. Refer to the wiki to see what paths are open currently.	5	5	Elite	6.8	Master	7.45	Grandmaster	PvM Profficiency	1	1.25	1.0-2.0	0.8	1.2	None	0	0
VX6N	View	Mine one of each ore and regular rock	Mine one of each of the listed ores: copper, tin, iron, coal, silver, mithril, adamantite, luminite, gold, runite, orichalcite, drakolith, necrite, phasmatite, banite, light & dark animica, clay, granite, limestone, rune essence, any gem rock, sandstone (from the Desert Quarry, not from Menaphos).	3	5	Elite	6.2		6.75	Master	Task allowance	1	1.25	0.26-0.50	0.2	0.5	None	0	0
KKB7	View	Research all Invention blueprints	Blueprints are unlocked by levelling Invention, completing the technology trees on the noticeboard in the Invention guild and from several other sources.	4	5	Elite	6.2		6.75	Master	Task allowance	1	1.25	0.26-0.50	0.2	0.5	None	0	0
XEN4	View	Unlock the 'the Boundless' title	Unlocked randomly while participating in the Anima Islands D&D.	5	5	Elite	6.75	Master	7	Grandmaster	None			11-20	1.75	2	None	0	0
4VX6	View	Unlock the 'the Eternal' title	Unlocked randomly while participating in the Anima Islands D&D.	5	5	Elite	6.75	Master	7	Grandmaster	None			11-20	1.75	2	None	0	0
JD44	View	Unlock the 'the Powerful' title	Unlocked randomly while participating in the Anima Islands D&D.	5	5	Elite	6.75	Master	7	Grandmaster	None			11-20	1.75	2	None	0	0
NMJE	View	Unlock the 'the Virtuous' title	Unlocked randomly while participating in the Anima Islands D&D.	5	5	Elite	6.75	Master	7	Grandmaster	None			11-20	1.75	2	None	0	0
7BKJ	View	Unlock the 'the Warden' title	Obtaining the title requires you to manage a Telos kill at 500% enrage.	5	5	Elite	6.2		6.75	Master	PvM Profficiency	1	1.25	0.26-0.50	0.2	0.5	None	0	0
8K7N	View	Unlock the 'Wrath of Chaos' title	This title is unlocked after defeating Zamorak, Lord of Chaos at solo 500% enrage	5	5	Elite	6.2		6.75	Master	PvM Profficiency	1	1.25	0.26-0.50	0.2	0.5	None	0	0
Z9D6	View	Unlock the Raptor's Advanced outfit	The Raptors outfit can be obtained from looting the Raptors chest. Raptor key parts can be obtained from Archeron mammoths, Ripper demons, Living wyverns and Camel warriors.	4	5	Elite	6.5	Master	7.25	Grandmaster	Drop RNG, Task allowance	1.5	2	0-0.25	0	0.25	None	0	0
9EEV	View	Upgrade your Deathdealer Set to T90	Create the T90 Deathdealer set. This requires 85 Crafting, 60 Runecrafting and 90 Necromancy. The upgrade requires 15 hermodic plates, 12 greater ensouled cloth, 10 greater ensouled thread, 100 spirit, 100 bone, 100 flesh and 100 miasma runes. Each greater ensouled cloth requires any piece of Subjugation to create - use your multiply glyphs!	4	5	Elite	5.8	Elite	6.2	Master	None			1.0-2.0	0.8	1.2	None	0	0
MMMD	View	Upgrade your Deathwarden Set to T90	Upgrade your Deathwarden Set to T90. This requires 85 Crafting, 60 Runecrafting and 90 Necromancy. The upgrade requires 12 greater ensouled cloth, 10 greater ensouled thread, 100 spirit, 100 bone, 100 flesh and 100 miasma runes. Each greater ensouled cloth requires any piece of Subjugation to create - use your multiply glyphs!	4	5	Elite	5.8	Elite	6.2	Master	None			1.0-2.0	0.8	1.2	None	0	0
KKQX	View	Add lifeboats to all your ships in the Player-Owned Ports	Lifeboats are permenant additions to your ships. Once added, your crewmates will never drown during a failed voyage.	3	4	Hard	5.65	Elite	6.25	Master	Drop RNG	0.5	0.75	0-0.25	0	0.25	31-60 days	1.15	1.25
MBJD	View	Crack open four Effigies with the boys	Fill and crack open at least one of each effigy.	4	4	Hard	6.7	Master	7.5	Grandmaster	None			0.26-0.50	0.2	0.5	121-182 days	2.5	3
YVW7	View	Create the Book of Death	The ability to craft the book can be unlocked for 500 Reaper points. A cut hydrix and 4 Death notes, costing 40 Reaper points each, are used to make the book. A Crafting level of 80 is required.	5	4	Hard	7		7.7	Grandmaster	None			21-50	2	2.2	15-30 days	1	1.5
D2MR	View	Grow most of the existing herbs	Check the link for a comprehensive list.	4	4	Hard	5.5	Elite	6.15	Master	None			2.0-4.0	1	1.4	1-7 days	0.5	0.75
NM9M	View	Obtain Jessika's sword	Requires completion of The Void Stares Back to buy. The sword can be obtained by playing Pest Control. It can be bought for 350 Commendations from a Void Knight, or for 400 Thaler from Stanley Limelight.	3	4	Hard	6.8	Master	7.95	Grandmaster	Group content passive	1.25	1.75	1.0-2.0	0.8	1.2	8-14 days	0.75	1
7V24	View	Obtain the Bronze fist flag	The flag can be bought from Honest Jimmy's House of Stuff for 300 Pieces of Eight. In Ironman mode, the only way to obtain Pieces of Eight is to loot Pirate Implings. Completion of the Pieces of Hate quest increases the yield.	5	4	Hard	6.75	Master	7.25	Grandmaster	Drop RNG	0.5	0.75	51-100	2.25	2.5	None	0	0
MB6D	View	Obtain the Cutthroat flag	The flag can be bought from Honest Jimmy's House of Stuff for 200 Pieces of Eight. In Ironman mode, the only way to obtain Pieces of Eight is to loot Pirate Implings. Completion of the Pieces of Hate quest increases the yield.	5	4	Hard	6.75	Master	7.25	Grandmaster	Drop RNG	0.5	0.75	51-100	2.25	2.5	None	0	0
JDQ4	View	Obtain the full Black naval outfit	The outfit can be bought from Honest Jimmy's House of Stuff for 250 Pieces of Eight. In Ironman mode, the only way to obtain Pieces of Eight is to loot Pirate Implings. Completion of the Pieces of Hate quest increases the yield.	5	4	Hard	6.75	Master	7.25	Grandmaster	Drop RNG	0.5	0.75	51-100	2.25	2.5	None	0	0
DDRV	View	Obtain the full Blue naval outfit	The outfit can be bought from Honest Jimmy's House of Stuff for 250 Pieces of Eight. In Ironman mode, the only way to obtain Pieces of Eight is to loot Pirate Implings. Completion of the Pieces of Hate quest increases the yield.	5	4	Hard	6.75	Master	7.25	Grandmaster	Drop RNG	0.5	0.75	51-100	2.25	2.5	None	0	0
Y27K	View	Obtain the full Brown naval outfit	The outfit can be bought from Honest Jimmy's House of Stuff for 250 Pieces of Eight. In Ironman mode, the only way to obtain Pieces of Eight is to loot Pirate Implings. Completion of the Pieces of Hate quest increases the yield.	5	4	Hard	6.75	Master	7.25	Grandmaster	Drop RNG	0.5	0.75	51-100	2.25	2.5	None	0	0
6VKV	View	Obtain the full Green naval outfit	The outfit can be bought from Honest Jimmy's House of Stuff for 250 Pieces of Eight. In Ironman mode, the only way to obtain Pieces of Eight is to loot Pirate Implings. Completion of the Pieces of Hate quest increases the yield.	5	4	Hard	6.75	Master	7.25	Grandmaster	Drop RNG	0.5	0.75	51-100	2.25	2.5	None	0	0
ZRN4	View	Obtain the full Grey naval outfit	The outfit can be bought from Honest Jimmy's House of Stuff for 250 Pieces of Eight. In Ironman mode, the only way to obtain Pieces of Eight is to loot Pirate Implings. Completion of the Pieces of Hate quest increases the yield.	5	4	Hard	6.75	Master	7.25	Grandmaster	Drop RNG	0.5	0.75	51-100	2.25	2.5	None	0	0
XE64	View	Obtain the full Purple naval outfit	The outfit can be bought from Honest Jimmy's House of Stuff for 250 Pieces of Eight. In Ironman mode, the only way to obtain Pieces of Eight is to loot Pirate Implings. Completion of the Pieces of Hate quest increases the yield.	5	4	Hard	6.75	Master	7.25	Grandmaster	Drop RNG	0.5	0.75	51-100	2.25	2.5	None	0	0
VR6K	View	Obtain the full Red naval outfit	The outfit can be bought from Honest Jimmy's House of Stuff for 250 Pieces of Eight. In Ironman mode, the only way to obtain Pieces of Eight is to loot Pirate Implings. Completion of the Pieces of Hate quest increases the yield.	5	4	Hard	6.75	Master	7.25	Grandmaster	Drop RNG	0.5	0.75	51-100	2.25	2.5	None	0	0
85JK	View	Talk to the Drunken Dwarf while carrying 28 different Ales	A Cooking level of 64 is required. Most of the mature versions can only be obtained through brewing.	5	4	Hard	5.7	Elite	6.75	Master	Drop RNG	0.5	0.75	0.26-0.50	0.2	0.5	15-30 days	1	1.5
98RK	View	Train on a Serenity post 25 times	Train on serenity posts for the daily cap, which is 20,000 Agility experience, 25 times.	4	4	Hard	6	Master	7	Grandmaster	Task allowance	1	1.25	0-0.25	0	0.25	15-30 days	1	1.5
79Q3	View	Unlock the Arch-Gladys skin for Gladys	The Arch-Gladys skin for Gladys is unlocked after defeating the Hardmode version of the Arch-Glacor 1,000 times.	5	4	Hard	5		5.5	Elite	Task allowance	1	1.25	0-0.25	0	0.25	None	0	0
WRYK	View	Obtain your first Dark Onyx Core from a Sack of very wild rewards	Sacks of wild rewards are awarded on completion of Wilderness Flash Events. Special events will award multiple sacks and give an additional Sack of very wild rewards after the final stage. Wilderness Flash Events are subject to the normal rules. This means you can only do the ones you "need" xp in or combat ones where you must destroy the lamp if you don't "need" combat xp. Note, the Wildy Wyrm event also gives slayer xp and Wyrm reward glands which cannot be opened for these tasks.	4	4	Hard	6.25		6.75	Master	Drop RNG	0.5	0.75	11-20	1.75	2	None	0	0
568D	View	Obtain your second Dark Onyx Core from a Sack of very wild rewards	Sacks of wild rewards are awarded on completion of Wilderness Flash Events. Special events will award multiple sacks and give an additional Sack of very wild rewards after the final stage. Wilderness Flash Events are subject to the normal rules. This means you can only do the ones you "need" xp in or combat ones where you must destroy the lamp if you don't "need" combat xp. Note, the Wildy Wyrm event also gives slayer xp and Wyrm reward glands which cannot be opened for these tasks.	4	4	Hard	6.25		6.75	Master	Drop RNG	0.5	0.75	11-20	1.75	2	None	0	0
36Q8	View	Obtain your third Dark Onyx Core from a Sack of very wild rewards	Sacks of wild rewards are awarded on completion of Wilderness Flash Events. Special events will award multiple sacks and give an additional Sack of very wild rewards after the final stage. Wilderness Flash Events are subject to the normal rules. This means you can only do the ones you "need" xp in or combat ones where you must destroy the lamp if you don't "need" combat xp. Note, the Wildy Wyrm event also gives slayer xp and Wyrm reward glands which cannot be opened for these tasks.	4	4	Hard	6.25		6.75	Master	Drop RNG	0.5	0.75	11-20	1.75	2	None	0	0
GWDQ	View	Attempt to attach an Armadyl Hilt to a damaged Prototype Godsword	A Prototype Godsword can be obtained from completing the Armadylean special research which require 95 Archaeology. An Archaeology level of 112 is required to excavate it. A Stormguard Gerege must be added to your tool belt to complete this task.	3	6	Master	6.5	Master	7	Grandmaster	Drop RNG	0.5	0.75	0-0.25	0	0.25	None	0	0
D25B	View	Claim 25 rewards from the Motherlode Maw in the Edimmu resource dungeon	A Dungeoneering level of 115 is required. The Motherlode Maw can be looted once a day.	5	6	Master	7		7.75	Grandmaster	None			0-0.25	0	0.25	15-30 days	1	1.5
4Q92	View	Complete a total of 200 collections	Completing any collection, done by handing it in in its entirety, counts, including the same collection many times over.	5	6	Master	7		7.5	Grandmaster	Task allowance	1	1.25	0-0.25	0	0.25	None	0	0
W7BE	View	Complete the entirety of the General section in your Slayer collection log	Good luck on the passive drops!	5	6	Master	6.5	Master	7	Grandmaster	Drop RNG	0.5	0.75	0-0.25	0	0.25	None	0	0
JM5D	View	Excavate a total of 2500 artefacts	All artefacts excavated by you count.	5	6	Master	7		7.5	Grandmaster	Task allowance	1	1.25	0-0.25	0	0.25	None	0	0
ZXE2	View	Fill a total of 20 slots in the magic wardrobe in your Player-owned House	To fill a total of 20 slots, a marble wardrobe is required. This can be constructed with a Construction level of 96.	5	6	Master	6.5	Master	7	Grandmaster	Drop RNG	0.5	0.75	0-0.25	0	0.25	None	0	0
3K99	View	Fill a total of 37 slots in the easy compartment of your treasure chest in your Player-owned House	For this tier of clue the oak treasure chest is sufficient. It requires a Construction level of 48. For slots requiring multiple items, all items must have been collected before they can be stored as a set.	5	6	Master	6.5	Master	7	Grandmaster	Drop RNG	0.5	0.75	0-0.25	0	0.25	None	0	0
GV6J	View	Fill a total of 41 slots in the medium compartment of your treasure chest in your Player-owned House	For this tier of clue the teak treasure chest is sufficient. It requires a Construction level of 66. For slots requiring multiple items, all items must have been collected before they can be stored as a set.	5	6	Master	6.5	Master	7	Grandmaster	Drop RNG	0.5	0.75	0-0.25	0	0.25	None	0	0
NXKR	View	Find Ace while training Hunter	Can be found while doing most exp-giving activities in the skill.	5	6	Master	7		7.5	Grandmaster	Task allowance	1	1.25	0-0.25	0	0.25	None	0	0
5QER	View	Find Baby Yaga's House while training Construction	Can be found while doing most exp-giving activities in the skill.	5	6	Master	7		7.5	Grandmaster	Task allowance	1	1.25	0-0.25	0	0.25	None	0	0
Z2M8	View	Find Bernie while training Firemaking	Can be found while doing most exp-giving activities in the skill.	5	6	Master	7		7.5	Grandmaster	Task allowance	1	1.25	0-0.25	0	0.25	None	0	0
XVK7	View	Find Herbert while training Herblore	Can be found while doing most exp-giving activities in the skill.	5	6	Master	7		7.5	Grandmaster	Task allowance	1	1.25	0-0.25	0	0.25	None	0	0
D2XQ	View	Find Sifu while training Attack	Can be found while doing most exp-giving activities in the skill.	5	6	Master	7		7.5	Grandmaster	Task allowance	1	1.25	0-0.25	0	0.25	None	0	0
6Q6Q	View	Find Smithy while training Smithing	Can be found while doing most exp-giving activities in the skill.	5	6	Master	7		7.5	Grandmaster	Task allowance	1	1.25	0-0.25	0	0.25	None	0	0
VVJ3	View	Find Sparky while training Ranged	Can be found while doing most exp-giving activities in the skill.	5	6	Master	7		7.5	Grandmaster	Task allowance	1	1.25	0-0.25	0	0.25	None	0	0
78WD	View	Find Wallace while training Defence	Can be found while doing most exp-giving activities in the skill.	5	6	Master	7		7.5	Grandmaster	Task allowance	1	1.25	0-0.25	0	0.25	None	0	0
KZK3	View	Find Willow while training Divination	Can be found while doing most exp-giving activities in the skill.	5	6	Master	7		7.5	Grandmaster	Task allowance	1	1.25	0-0.25	0	0.25	None	0	0
5Q6R	View	Find Woody while training Woodcutting	Can be found while doing most exp-giving activities in the skill.	5	6	Master	7		7.5	Grandmaster	Task allowance	1	1.25	0-0.25	0	0.25	None	0	0
ENE3	View	Finish researching the Kharid-et digsite	Complete all special research missions relating to Kharid-et. This requires an Archaeology level of 107.	4	6	Master	6.7	Master	7.25	Grandmaster	None			0.26-0.50	0.2	0.5	1-7 days	0.5	0.75
JB36	View	Finish researching the Orthen digsite	Complete all special research missions relating to Orthen. This requires an Archaeology level of 120.	5	6	Master	6.7	Master	7.25	Grandmaster	None			0.26-0.50	0.2	0.5	1-7 days	0.5	0.75
X9QZ	View	Finish researching the Stormguard Citadel digsite	Complete all special research missions relating to the Stormguard Citadel. This requires an Archaeology level of 118.	5	6	Master	6.7	Master	7.25	Grandmaster	None			0.26-0.50	0.2	0.5	1-7 days	0.5	0.75
N43V	View	Finish researching the Warforge digsite	Complete all special research missions relating to the Warforge. This requires an Archaeology level of 119.	5	6	Master	6.7	Master	7.25	Grandmaster	None			0.26-0.50	0.2	0.5	1-7 days	0.5	0.75
6ZN3	View	Obtain the Completionist cape	The cape can be obtained by completing all Completionist achievements.	5	6	Master	7		7.5	Grandmaster	Task allowance	1	1.25	0-0.25	0	0.25	None	0	0
QJR6	View	Obtain the Completionist cape (t)	The cape can be obtained by completing all Trimmed completionist cape achievements.	5	6	Master	7		7.5	Grandmaster	Task allowance	1	1.25	0-0.25	0	0.25	None	0	0
NQQV	View	Obtain the Golden Soul cape	Completion of the Nomad's Elegy quest is required. Defeat the Memory of Nomad encounter in under 6 minutes.	5	6	Master	7		7.5	Grandmaster	PvM Profficiency	1	1.25	0-0.25	0	0.25	None	0	0
EVXR	View	Obtain the Master quest cape	The cape can be obtained by completing all Master quest cape achievements.	5	6	Master	7		7.5	Grandmaster	Task allowance	1	1.25	0-0.25	0	0.25	None	0	0
QVKK	View	Read all ability codices	Do as the title says. The codices included can be found in the linked wiki-article. Some of them has to be obtained and read several times, e.g. the Praesul ability codex. If both tradeable and untradeable versions exist, the former can be ignored.	5	6	Master	6.5	Master	7	Grandmaster	Drop RNG	0.5	0.75	0-0.25	0	0.25	None	0	0
